Index,Trip ID,Taxi ID,Trip Start Timestamp,Trip End Timestamp,Trip Seconds,Trip Miles,Pickup Census Tract,Dropoff Census Tract,Pickup Community Area,Dropoff Community Area,Fare,Tips,Tolls,Extras,Trip Total,Payment Type,Company,Pickup Centroid Latitude,Pickup Centroid Longitude,Pickup Centroid Location,Dropoff Centroid Latitude,Dropoff Centroid Longitude,Dropoff Centroid  Location
13196259,dafdf24372844dba9102d230621253ae39a5e673,926aca65cddbfce7915dde52b9dad1eeba3a34763f280c5f2ec57d66398420d924611704693bfec32cd6961e04510855714ec013f1b24605d92ff498fd3562b2,04/04/2016 07:45:00 AM,04/04/2016 08:00:00 AM,480.0,0.0,17031081201.0,17031839100.0,8.0,32.0,$8.25,$0.00,$0.00,$0.00,$8.25,Cash,Blue Ribbon Taxi Association Inc.,41.899155613000005,-87.626210532,POINT (-87.626211 41.899156),41.880994471,-87.632746489,POINT (-87.632746 41.880994)
13198541,db07930e4fe5a364a6357673d5e125aec1c2d06d,9c8ceb92d9b78208e3ec39ea44cc5de238446d66a18713f8e8614ab79c0044bdd4af83097b92b198f4cfec6c8b87c8ee305344ffeedd2d389447690cfc370b5e,05/04/2016 12:30:00 PM,05/04/2016 12:30:00 PM,420.0,0.0,17031081201.0,17031081403.0,8.0,8.0,$6.00,$0.00,$0.00,$0.00,$6.00,Cash,Taxi Affiliation Services,41.899155613000005,-87.626210532,POINT (-87.626211 41.899156),41.890922026,-87.618868355,POINT (-87.618868 41.890922)
13224331,db7331167b5942b3f9400e757f966e73d8652418,f438d3a93b6c4cdaf258d31d8ae0d94df9bbc9873f99efa769f5885b3ae1be517887bf0e42cb3502688468b30d18dbb2062515b53c99a15a4fc8360c8dc63745,04/14/2016 01:15:00 AM,04/14/2016 01:30:00 AM,840.0,5.6,,,56.0,,$16.50,$0.00,$0.00,$5.00,$21.50,Cash,,41.79259236,-87.76961545299999,POINT (-87.769615 41.792592),,,
13243748,dbc5b12f1898586a9052b3c2b19397ee4c62eb99,f42c1db446b1252847c7fc550a732ffc6dd30cb59113f865c8602f0bd8989affad8aaa298d63e61a5ac8af60db519df6d9653ad2abd4f850db4a595661ec2e1d,03/03/2016 10:00:00 PM,03/03/2016 10:15:00 PM,1200.0,4.5,,,24.0,4.0,$15.75,$0.00,$0.00,$0.00,$15.75,Cash,Choice Taxi Association,41.901206994,-87.676355989,POINT (-87.676356 41.901207),41.975170943,-87.687515515,POINT (-87.687516 41.975171)
13251658,dbe74b0e7cf05e9f3ff9dee6dfddfb55faa283ed,6ed3a8829eecd876b859fcf198a8c54f282b5d3dc898f8aef045202f4fc46bbf141c21b3376fc40955a9ca14a9f6f4272b0b6e12c7ca11078461be8fb3b53dc1,07/28/2016 06:45:00 PM,07/28/2016 07:45:00 PM,3480.0,31.3,,,8.0,56.0,$74.00,$0.00,$0.00,$6.50,$80.50,Cash,,41.899602111,-87.633308037,POINT (-87.633308 41.899602),41.79259236,-87.76961545299999,POINT (-87.769615 41.792592)
13279735,dc5e22297b56008207432b260e3da9417e246a11,80919866bf50fd1163efd329eb8a9fdf198fda2465473a58ecb720b45e5a6b95cca6ba0d8f7a1b2f7b4a56b4e34a4ec0c5399c40e3bc4e05b4ec60d9810c12c5,07/31/2016 10:00:00 PM,07/31/2016 10:30:00 PM,1860.0,15.0,,,28.0,,$38.50,$0.00,$0.00,$0.00,$38.50,Cash,KOAM Taxi Association,41.874005383000004,-87.66351755,POINT (-87.663518 41.874005),,,
13298985,dcaf837d5c4bbd6616290cbcefd1a310fee16fbc,44d655028db3b07304db7d65225d78cf18b95361dc229dde9d14a85045de124c62fa3f7aab6115e976290bb01f26e10b483b3d68843b25b8c4e9709f6b8cae1d,06/13/2016 05:30:00 PM,06/13/2016 05:30:00 PM,600.0,1.2,17031080100.0,17031081800.0,8.0,8.0,$7.50,$0.00,$0.00,$0.00,$7.50,Cash,Taxi Affiliation Services,41.907520075,-87.62665890000001,POINT (-87.626659 41.90752),41.89321636,-87.63784421,POINT (-87.637844 41.893216)
13348789,dd80d5c6c3a6b5c8c5610b928be0847a605f8c06,486a31c847d3de20267c610f8de52bdd13c696a8a22bcb29f673e61c6f9e2d9df825d9b0a0370e124387a425c379d96a635d276f1ec1f943bb9801745aec7015,04/27/2016 03:15:00 PM,04/27/2016 03:30:00 PM,600.0,5.9,17031330100.0,17031411000.0,33.0,41.0,$16.75,$0.00,$0.00,$1.50,$18.25,Cash,Dispatch Taxi Affiliation,41.859349715,-87.617358006,POINT (-87.617358 41.85935),41.790506261,-87.58314371700001,POINT (-87.583144 41.790506)
13363001,ddbb71200ab630ab8d8d84738f9fa1b890ade9b2,6ea6dc3a8a16927a98a5bcadadff40c9ce6c1e78b88da9bd935c650eeb93b8f3ebb0edea13c67ac9b4560ec33de7e5711e923893da766f13bb2c18f03c553838,08/23/2016 08:45:00 PM,08/23/2016 09:15:00 PM,1260.0,14.1,17031980000.0,17031832300.0,76.0,22.0,$34.75,$0.00,$0.00,$4.00,$38.75,Cash,,41.97907082,-87.90303966100001,POINT (-87.90304 41.979071),41.91922505,-87.671445766,POINT (-87.671446 41.919225)
13370173,ddd9e6c6c39b2699eac5f6f517d9b509d2002c8f,4e2f65a7aa0041c47a12b57b49aa592b2145daacdfe37adcf2a2df2fe85c58c7fa7aaa686b0ee9e2ca60bd47825680cd83740f30a10377a961fa896101056c86,06/11/2016 03:30:00 PM,06/11/2016 03:30:00 PM,540.0,0.1,17031081000.0,17031280100.0,8.0,28.0,$8.25,$0.00,$0.00,$1.00,$9.25,Cash,Taxi Affiliation Services,41.900265687,-87.63210922,POINT (-87.632109 41.900266),41.885300021999996,-87.642808466,POINT (-87.642808 41.8853)
13376365,ddf44af502d7ca773ca56964b0627987f8158ca1,1bf7c3533f034748659605b02f42e32c9d22e1888cd504b75c9bb5657148360ee87e9d3d606fbd945d8d165d829d46628aa677031d71f5fccdd95eee4131cc05,04/27/2016 01:45:00 PM,04/27/2016 01:45:00 PM,600.0,1.4,,,,,$7.75,$1.50,$0.00,$0.00,$9.25,Credit Card,,,,,,,
13387195,de2195ca43f8d38ce57d47b1cd2458743722b52d,f45cdc74bd24c6d14e40bcc97b8a0f8f284a75dfe21ffcc1ba1476a8dc8499fb5259972281aa4be0a489ba22bd6782c61acb2f456e9d61c6c634a22e525b3bc5,03/19/2016 02:30:00 AM,03/19/2016 02:30:00 AM,0.0,0.0,,,,,$4.25,$2.00,$0.00,$0.00,$6.25,Credit Card,Chicago Elite Cab Corp. (Chicago Carriag,,,,,,
13390108,de2dd194e7dcc176ee31a88b3d03f78cbc4d64be,964d179d99b31a4d39ffe0d00da347d492e916870018ac2085c0da86caa777439c46e9a7b5edc4624cc50e49d98cfffc493f0bdd7327d6be4ef890de7226bf4c,04/20/2016 05:45:00 PM,04/20/2016 06:00:00 PM,660.0,3.0,17031071400.0,17031320100.0,7.0,32.0,$10.75,$3.50,$0.00,$1.00,$15.25,Credit Card,Taxi Affiliation Services,41.922082541,-87.63415609299999,POINT (-87.634156 41.922083),41.884987192,-87.620992913,POINT (-87.620993 41.884987)
13450044,df2b722cc1e39d3399946a37026ad8410bd5760d,661cda59f0dc5cacf442f48593e300010c8f10a4a6d0e07ea6d5fb6603425e6434f09fbbf86726e1396bec799c7e1abc24a8cb1e412c69a3d3bfb5d9b6094f39,01/31/2016 04:45:00 AM,01/31/2016 05:00:00 AM,780.0,0.4,,,8.0,77.0,$19.00,$3.00,$0.00,$0.00,$22.00,Credit Card,Taxi Affiliation Services,41.899602111,-87.633308037,POINT (-87.633308 41.899602),41.986711799999995,-87.663416405,POINT (-87.663416 41.986712)
13487775,dfc9ec4902397f9016399ff3656ce413b1e4bc5d,301714b1e2abeedaf1c293e00624ad6edf1d79e362da928229d9316efec8884edf2488309a5dbdcfa0badfc2c1f4473aeec309e3688bbd0e025989c50d1958c3,07/31/2016 11:30:00 AM,07/31/2016 11:45:00 AM,480.0,1.4,,,,,$7.25,$0.00,$0.00,$0.00,$7.25,Cash,,,,,,,
13508400,e021350bcba42a6c305673b87874e7236c6c73a6,db337a8ff5c8d3d3e7a3051de3868f279ddaed337f31413e130d031ced523ee2ca32c0d4b71aec6a46bbd9eb0a625902a617e7e5047835e7474373780ff7f4a6,09/20/2016 07:15:00 PM,09/20/2016 07:45:00 PM,2400.0,18.6,17031980000.0,17031320600.0,76.0,32.0,$46.25,$10.05,$0.00,$4.00,$60.80,Credit Card,,41.97907082,-87.90303966100001,POINT (-87.90304 41.979071),41.870607371999995,-87.622172937,POINT (-87.622173 41.870607)
13546494,e0c1a6b0563e1e591eec95680d776700ff36ffda,99ab99695f31d67888669dcd596cbd0cda61f5c717b8d7a373a74ec44ac6152f06a1aa08cd709377a690105ace43d94dd570ade1966c80a8afc7f7fcbb99e807,08/14/2016 09:30:00 AM,08/14/2016 09:45:00 AM,600.0,2.4,17031081202.0,17031281900.0,8.0,28.0,$9.75,$2.00,$0.00,$0.00,$12.25,Credit Card,,41.902788048000005,-87.62614559,POINT (-87.626146 41.902788),41.879255084,-87.642648998,POINT (-87.642649 41.879255)
13561266,e0ff28f9be861271a10afaf76c6cbecd010c392c,699d7d0fda1b14c3729b94e7fe96d2bb39839704732b53650ae548627fb2345a70fd917f8328ed21ae6e8baa1281c7a137655f6d887b278924e68839aa4ced21,05/05/2016 09:00:00 AM,05/05/2016 09:15:00 AM,660.0,2.4,17031081401.0,17031833000.0,8.0,28.0,$9.75,$3.00,$0.00,$0.00,$12.75,Credit Card,KOAM Taxi Association,41.89503345,-87.61971067200001,POINT (-87.619711 41.895033),41.88528132,-87.65723320000001,POINT (-87.657233 41.885281)
13566234,e1149f128b29c3ca2edf729a4cc44fd53d8c10fc,31a06a77a2b473e41aea8ee60fabb45b6a4fd836626be6ed2240a484eaa12f926ad5feecf6c93c607038db14fc4d8b8c633141f84f19864ee589d501d3504fcb,04/06/2016 08:45:00 AM,04/06/2016 09:00:00 AM,540.0,0.6,17031081800.0,17031839100.0,8.0,32.0,$6.50,$0.00,$0.00,$0.00,$6.50,Cash,,41.89321636,-87.63784421,POINT (-87.637844 41.893216),41.880994471,-87.632746489,POINT (-87.632746 41.880994)
13583010,e15c08bec13adc0fe4babcd2e9c6571578a962fc,7bdac954f2be7f55aa04f12e4be5d954c1d0d42a237bb5cb53d3a24154d1118bfcf1c011770974a9a40e4aa21b20fce701a07d6092fb5f2e1598a1fdf0fc3960,06/18/2016 12:30:00 PM,06/18/2016 01:00:00 PM,1980.0,5.8,17031320100.0,17031081700.0,32.0,8.0,$21.00,$5.50,$0.00,$0.50,$27.50,Credit Card,,41.884987192,-87.620992913,POINT (-87.620993 41.884987),41.892042136,-87.63186395,POINT (-87.631864 41.892042)
13588247,e171ef414ef6b57168045b1d4c933af11ef2bf7f,92c063d777af4194d8021436a9bf603a9b5979ba5c3c787f6d121656e352921a3faa12877de2d2e8c5818f12d6b0c10c3dfd6800751e4cce7e32b8a65b348938,08/18/2016 11:45:00 AM,08/18/2016 11:45:00 AM,420.0,0.0,17031839100.0,17031320400.0,32.0,32.0,$6.00,$0.00,$0.00,$0.00,$6.00,Cash,Blue Ribbon Taxi Association Inc.,41.880994471,-87.632746489,POINT (-87.632746 41.880994),41.877406123,-87.62197165200001,POINT (-87.621972 41.877406)
13590781,e17cd86ffda8c83c558a02996f48f5554a04a456,2357184acaed8552382ea5d267f32c315561c998c0ffb2722c561f24408299a39b1a692927f81cba7006788f266fa5c2325374f58e8c371fbd2b769fa558cbc9,03/07/2016 12:00:00 PM,03/07/2016 12:15:00 PM,840.0,3.0,17031841000.0,17031320100.0,33.0,32.0,$12.00,$0.00,$0.00,$0.00,$12.00,Cash,,41.849246754,-87.624135298,POINT (-87.624135 41.849247),41.884987192,-87.620992913,POINT (-87.620993 41.884987)
13614341,e1e13a2419ca0429e91d19fecba3f69c2e662147,b7a562fe2d37014bb47274cb5baa361b97ff9263e3ba526848a1cef5749ff3589c63e8c2aa49dcaf8fce7899b1b135e3399c7a1785c24fe82f52ed729359bde8,07/08/2016 02:15:00 PM,07/08/2016 02:30:00 PM,540.0,1.3,17031320100.0,17031839100.0,32.0,32.0,$7.50,$0.00,$0.00,$1.00,$8.50,Cash,Taxi Affiliation Services,41.884987192,-87.620992913,POINT (-87.620993 41.884987),41.880994471,-87.632746489,POINT (-87.632746 41.880994)
13660635,e2a53be6ae09106f795d7b022cb9527fbdd66c2b,1061d157b2a98a1b1e7871639b836de5fb521101d08d736af9eaa6700648adb48fb8df7f97970cc6b2a7bd6da5840251530b3cccb10d81a56f3779ba7a1354ba,09/16/2016 02:45:00 PM,09/16/2016 02:45:00 PM,0.0,0.0,17031980000.0,17031980000.0,76.0,76.0,$3.25,$0.00,$0.00,$4.50,$7.75,Cash,Taxi Affiliation Services,41.97907082,-87.90303966100001,POINT (-87.90304 41.979071),41.97907082,-87.90303966100001,POINT (-87.90304 41.979071)
13661402,e2a885466d447832411bde9eb00e803b0c842161,b837a3f9280dd9a341bc0b27bf3accd872f598a20d9714cc74bac83f85b7be099ce678d6c0979d2b3fb683e7a94f0e6f6b1a236ffb36b4868c29350441adf64e,05/20/2016 03:45:00 PM,05/20/2016 04:00:00 PM,660.0,0.0,17031839100.0,17031080100.0,32.0,8.0,$9.00,$1.00,$0.00,$0.00,$10.00,Credit Card,Taxi Affiliation Services,41.880994471,-87.632746489,POINT (-87.632746 41.880994),41.907520075,-87.62665890000001,POINT (-87.626659 41.90752)
13692611,e32b46b44f2216c0311d3a895594751d63057711,a9cb93b2817550aa864cf935d93214062e0b1b4a26a83a764a60b933ceb1461f2b39c54f644d239db0406e7b7b93eca642d6822ade45b69bffd00481a70e32fb,06/30/2016 07:00:00 AM,06/30/2016 07:15:00 AM,660.0,2.3,17031081300.0,17031841900.0,8.0,28.0,$10.00,$2.00,$0.00,$0.00,$12.50,Credit Card,,41.898331794,-87.620762865,POINT (-87.620763 41.898332),41.867902418,-87.642958665,POINT (-87.642959 41.867902)
13694220,e331fbd9a798fbcdeba0a341cd0db4cbe244470c,d27983837ba702b986c8d4a75d2d829ac2a1b66ff5c32a959ad7c260109f046e02ddb553d134902b23fab149fb6a8dbdfe7b640664ef1364e072c6872eb6af00,02/25/2016 06:15:00 PM,02/25/2016 06:30:00 PM,720.0,1.1,17031320100.0,17031081700.0,32.0,8.0,$7.75,$0.00,$0.00,$0.00,$7.75,Cash,Choice Taxi Association,41.884987192,-87.620992913,POINT (-87.620993 41.884987),41.892042136,-87.63186395,POINT (-87.631864 41.892042)
13695191,e336331ff492d25c7c8419e02c4c117c208eb512,ddeba37f2a7773b1bbc516f2e46705c2f7a062ebb1ef5d68d99f2774493ee05657c37e07c8b7ff7b820f8a0a699fa290a45a1e0261789dc0f14a5946d15470ad,06/20/2016 02:15:00 PM,06/20/2016 02:15:00 PM,600.0,1.6,17031081500.0,17031842200.0,8.0,8.0,$7.75,$2.00,$0.00,$1.00,$10.75,Credit Card,Taxi Affiliation Services,41.892507781,-87.626214906,POINT (-87.626215 41.892508),41.904935302,-87.64990722600001,POINT (-87.649907 41.904935)
13720673,e3a217c40692c951367ff1c000e1af7479fbae88,6b6f2ce183a7e77eef94b47c394a3406b38810e76267db09fb51587939b5177027149488f831905f2008ad3dc3528e193ae17cc419ea0de09df614e93a09aeed,04/04/2016 10:15:00 AM,04/04/2016 10:15:00 AM,240.0,0.0,17031841900.0,17031839100.0,28.0,32.0,$5.00,$2.00,$0.00,$0.00,$7.00,Credit Card,Blue Ribbon Taxi Association Inc.,41.867902418,-87.642958665,POINT (-87.642959 41.867902),41.880994471,-87.632746489,POINT (-87.632746 41.880994)
13740923,e3f838ef5528cf3fbe2c324e369a2cf627d558e4,8bb72e3ef6a7494b80eb3bbf7777b467d4195a1ee71b354c155a51c027ddb2b559c97343fd83fc45cdf24c196d0fa14d4dd987657b08e8061ec38ae9e462944d,07/24/2016 07:30:00 PM,07/24/2016 07:30:00 PM,600.0,2.1,17031080300.0,17031320100.0,8.0,32.0,$8.75,$0.00,$0.00,$0.00,$8.75,Cash,,41.90749193,-87.63576009,POINT (-87.63576 41.907492),41.884987192,-87.620992913,POINT (-87.620993 41.884987)
13756785,e43bf89e3c08fefdb4801581162c6621e91277fd,c92ffc47a21e745772199e454f7749ca499407d0079a94c077bdf77a5cfdf27a23055a6d45d5a85d2e17b964aa059fe2b7f50fe5e68b0dcee8518918df25a35b,07/11/2016 01:30:00 PM,07/11/2016 01:45:00 PM,540.0,1.8,17031839100.0,17031081402.0,32.0,8.0,$8.25,$0.00,$0.00,$0.00,$8.25,Cash,Choice Taxi Association,41.880994471,-87.632746489,POINT (-87.632746 41.880994),41.891971508000005,-87.612945414,POINT (-87.612945 41.891972)
13787739,e4bfdd510d226fc84601920780f8d3ed160bee7b,1e17dd9f6bce9b805ec3f6c6b510caa5a64e4b67e9f3b79fa7ca1781d0c7970d6b754f429a79075c22e353586076b9f2f6856e8f98b31f5022751d7eb321069b,02/03/2016 08:30:00 AM,02/03/2016 09:00:00 AM,1080.0,3.3,17031320600.0,17031838200.0,32.0,28.0,$13.50,$2.00,$0.00,$0.00,$15.50,Credit Card,,41.870607371999995,-87.622172937,POINT (-87.622173 41.870607),41.870415,-87.67508562100001,POINT (-87.675086 41.870415)
13790459,e4cb80de3672fb76625b940f9f7a468e4d9a18d0,4aafe0ae7158e66dd0bcabf4f7b549e8a71e2e91b6031d8fc641358107ae79b70d542618ef66e4f30ad59d6f94c9bff1b81fdc1d93d205ec62219e0deb770479,05/13/2016 01:30:00 AM,05/13/2016 01:30:00 AM,660.0,2.2,,,7.0,6.0,$9.50,$0.00,$0.00,$0.00,$9.50,Cash,,41.922686284,-87.649488729,POINT (-87.649489 41.922686),41.944226601,-87.655998182,POINT (-87.655998 41.944227)
13807948,e5150c6c8d110c0a8670a7c906ba93469a7a5278,0f1c7e0eda4f692d13c5e2ae0a6d8f116ded33ee064a0f363383adbdde6f02a4f47454d63d2f16c6e39259b597ad8c11c06e0e28601ef0818222551dccdbf923,06/12/2016 06:00:00 PM,06/12/2016 06:00:00 PM,0.0,0.0,17031980100.0,17031980100.0,56.0,56.0,$3.25,$0.00,$0.00,$4.50,$7.75,Cash,,41.785998518,-87.750934289,POINT (-87.750934 41.785999),41.785998518,-87.750934289,POINT (-87.750934 41.785999)
13821986,e55092a00c9db2204ffa942e075cdcecdb4a37a6,14315f2687c6c0382d182c751fe40fc66439c80338ed56d4d8016e895cfba76eaf6dd304e522d2effa071c45cc56187c0faf757058ba7cdcebe5c02188157289,03/28/2016 06:15:00 PM,03/28/2016 06:15:00 PM,300.0,0.0,17031839100.0,17031839100.0,32.0,32.0,$5.25,$1.00,$0.00,$0.00,$6.25,Credit Card,Northwest Management LLC,41.880994471,-87.632746489,POINT (-87.632746 41.880994),41.880994471,-87.632746489,POINT (-87.632746 41.880994)
13829429,e5703008b34affd6174538772ba090aaadf77405,ca83178fa4ea3bcd66fe18442103abfb68222d7a44086870f2a2ad16a8ae091062277415b3eb36b5208e701f033ff98c5a3a1ec47abe044b0c475d49e7bb1950,03/26/2016 07:15:00 PM,03/26/2016 07:30:00 PM,540.0,0.0,17031831000.0,17031242000.0,22.0,24.0,$7.75,$2.00,$0.00,$2.00,$11.75,Credit Card,Taxi Affiliation Services,41.916005274,-87.67509511600001,POINT (-87.675095 41.916005),41.899737388,-87.664953917,POINT (-87.664954 41.899737)
13849836,e5c553891640e51ddf4a16a37b242f9d8c1d3ca9,ceb0df8bf1082e9514ba3effeda1ca304a4506ea75019dba4e5336ecc9b0ae561eb0afa4d2ee11ade9d99b1bee0d830e3e79d627a4e43fdc7b30841d04cebac7,03/11/2016 02:00:00 AM,03/11/2016 02:00:00 AM,0.0,0.0,,,,,$6.50,$1.95,$0.00,$0.00,$8.45,Credit Card,Chicago Elite Cab Corp. (Chicago Carriag,,,,,,
13856690,e5e23c13fe56ecbc69eb76eb2fb5c73c8a5c0f04,875af0d5f0bf4751ef334d77028966ba1d166cabebd0c3f87abf2f93bf56be2123b1e9281ba3abf5682b627c2307193c6d87cf036bb5b5e474dbf5a374d78e76,04/16/2016 11:45:00 PM,04/17/2016 12:00:00 AM,720.0,2.4,17031081600.0,17031833100.0,8.0,28.0,$10.25,$0.00,$0.00,$0.00,$10.25,Cash,,41.892072635,-87.62887415700001,POINT (-87.628874 41.892073),41.879066994,-87.65700502700001,POINT (-87.657005 41.879067)
13864985,e6058510032ad0012af9570a8e59a0f08a5bd50d,47eafbe6d2e3472dde05774851a204db974c8fc15824207b240ada5fff57b183a40434fad0aa02b0e8108bc02aeecdb8efaf75f045f564c404e7d8ea60b74d02,01/28/2016 03:15:00 PM,01/28/2016 03:15:00 PM,240.0,0.7,17031081403.0,17031081700.0,8.0,8.0,$5.25,$0.00,$0.00,$1.00,$6.25,Cash,Chicago Medallion Management,41.890922026,-87.618868355,POINT (-87.618868 41.890922),41.892042136,-87.63186395,POINT (-87.631864 41.892042)
13880940,e648cbfbbd63e77a5fe34075c193195e23a67983,cfee0ed5f6fc991e0676185e33e05756684b245a257633a92796dce005da097898c2df09c21e8b825f8a183b15e9194d7138feaebb6de8d7b35b95575e7d828e,03/16/2016 09:30:00 AM,03/16/2016 09:45:00 AM,840.0,2.7,17031842300.0,17031839100.0,24.0,32.0,$10.75,$0.00,$0.00,$0.00,$10.75,Cash,,41.89830587,-87.65361398200001,POINT (-87.653614 41.898306),41.880994471,-87.632746489,POINT (-87.632746 41.880994)
13899567,e6979bb88193a825a712579273bb648987c2b395,18cc8f12635a8251621a44661119a9d3c551d47b75a30d9f27df3ea57e6a77788049335cf4d129754b18de01ae9396b6cecdf20c9d66c90b81edfb0705ecd4bf,01/20/2016 08:00:00 PM,01/20/2016 08:15:00 PM,1380.0,17.7,,,,,$43.25,$9.45,$0.00,$4.00,$56.70,Credit Card,,,,,,,
13913992,e6d4a0957c1de9770c748ce40a7ed008821ee012,2ff4fad54ffae9d505e55587c34111c2094a0a528736959a797e3fcc724c47ab454c1f1b6fb7b1aa4d01f10cde3315cba172c7b23251beec4c3acd1ec6bfc90f,09/28/2016 11:00:00 AM,09/28/2016 11:15:00 AM,1620.0,16.9,17031980000.0,17031081700.0,76.0,8.0,$42.00,$9.20,$0.00,$4.00,$55.70,Credit Card,,41.97907082,-87.90303966100001,POINT (-87.90304 41.979071),41.892042136,-87.63186395,POINT (-87.631864 41.892042)
13966078,e7b0b637dc4a74ea147eab77f78784907edeb853,9ee6d5f20abd1133b353e6e5656fed47203ba4a46dd5cfce853d798ecc10d146b14d5f82f6ce995ce218371b6d8c07b24bc633e6a20dc8e4cb1f491884801d16,03/05/2016 10:30:00 PM,03/05/2016 10:45:00 PM,840.0,0.1,17031243500.0,17031320100.0,24.0,32.0,$11.25,$0.00,$0.00,$0.50,$11.75,Cash,Taxi Affiliation Services,41.892658108,-87.652534484,POINT (-87.652534 41.892658),41.884987192,-87.620992913,POINT (-87.620993 41.884987)
13978945,e7e6df5a03577910496984284dfe9ba6b539c8ea,c60633c5d2053dd1c2076286b88196cf83f4fe0ecc194556cb7405d8056f3faa11d83458699f8a332e522c255b47a8daf820c31baed2a84873ddbf60941b1c0c,02/25/2016 07:15:00 AM,02/25/2016 07:30:00 AM,540.0,1.2,17031081700.0,17031839100.0,8.0,32.0,$7.00,$0.00,$0.00,$0.00,$7.00,Cash,,41.892042136,-87.63186395,POINT (-87.631864 41.892042),41.880994471,-87.632746489,POINT (-87.632746 41.880994)
13980066,e7ebe9b4d2f8417abf2c2be81179017eff54023b,bafa1b6d1946bb2f096463e43229f35a67c0e333e15251cd1f353f54f9b83d8cc9f5d5d784be0c050a095c90e702193a2b62355b6b0f61d6f8bc0a19241eecef,01/08/2016 01:15:00 PM,01/08/2016 01:30:00 PM,900.0,1.4,17031839100.0,17031081700.0,32.0,8.0,$9.50,$2.00,$0.00,$0.00,$11.50,Credit Card,,41.880994471,-87.632746489,POINT (-87.632746 41.880994),41.892042136,-87.63186395,POINT (-87.631864 41.892042)
14002236,e84a354d069b6a5df7d97ad2e0bb8efd8654a656,a5773b01fdb93b30f2654acc2ce7fee5319896755a36e872d375b2a299f5ab838a72133f2d6f3598e81a025f0e87ae2ba6331888541dd204f37721f63996f7a3,02/19/2016 10:45:00 PM,02/19/2016 11:00:00 PM,420.0,0.0,17031281900.0,17031081403.0,28.0,8.0,$7.50,$0.00,$0.00,$1.00,$8.50,Cash,Taxi Affiliation Services,41.879255084,-87.642648998,POINT (-87.642649 41.879255),41.890922026,-87.618868355,POINT (-87.618868 41.890922)
14004374,e853bf412a3550add7c0ebd0b04a34f2a546d20d,2aab37bdbe2fb12a3003d38b37971689854d707b6ccacde965d107444d87a6e75a5d1cf399e1453fa4255d6d8081c8634c74d8c18fd1eca3c44e3cf960faf68c,04/15/2016 06:30:00 PM,04/15/2016 07:00:00 PM,1260.0,1.9,17031081500.0,17031839000.0,8.0,32.0,$11.75,$0.00,$0.00,$1.50,$13.25,Cash,,41.892507781,-87.626214906,POINT (-87.626215 41.892508),41.87101588,-87.631406525,POINT (-87.631407 41.871016)
14025120,e8ab418270c756be3233fea737459041f5280dbd,383d83c1f37c2b2a7125303c2eecdfc96f5d159444c4eb1faea640089035b50e117ae7b1a2ef39204946ea168602bf3489567c1521cdb37c23c42541a37ca5d5,07/04/2016 04:45:00 PM,07/04/2016 04:45:00 PM,780.0,3.4,,,24.0,21.0,$11.25,$0.00,$0.00,$0.00,$11.25,Cash,,41.901206994,-87.676355989,POINT (-87.676356 41.901207),41.938666196,-87.71121059299999,POINT (-87.711211 41.938666)
14086298,e9ad5007f7f58f626a0808cd0906547bc40633a0,2e82e26afb77e809fe4a44b02a152bdc079623600ae1b767fa44969c1fecedae23b48b65a2e48b8d9e602673db6c2be9ce16f233c3391100efa4c11bd562dbad,06/27/2016 03:00:00 PM,06/27/2016 03:15:00 PM,420.0,0.0,17031839100.0,17031080201.0,32.0,8.0,$8.75,$0.00,$0.00,$0.00,$8.75,Cash,Taxi Affiliation Services,41.880994471,-87.632746489,POINT (-87.632746 41.880994),41.909495669,-87.630963601,POINT (-87.630964 41.909496)
14108074,ea09612de198c3a18193dfaa7e7eaf63a278c795,11c21d0290e089e5de4a3c49612642df5cd364c7fd1bf8b7ef0fda5f780373cb3173b46bb77ab2c0f6d8eae6293f67c83a1e2fb918f682d8781b86fc2bee6d73,07/03/2016 10:45:00 AM,07/03/2016 11:00:00 AM,900.0,2.9,17031081500.0,17031330100.0,8.0,33.0,$11.75,$0.00,$0.00,$2.00,$13.75,Cash,Dispatch Taxi Affiliation,41.892507781,-87.626214906,POINT (-87.626215 41.892508),41.859349715,-87.617358006,POINT (-87.617358 41.85935)
14127424,ea5a7b4bec1c516cb0953bbe8142f4b364571654,bfca31b20bd2ceb56742b29b4ed05a61cc4d2e6fdcea815bcb2be337b8d5be9678676722f4c94124afd1b793b25b63fc08d43095aa6d964f986e9f3cdf9de27d,05/21/2016 01:30:00 AM,05/21/2016 02:00:00 AM,1560.0,0.0,,,24.0,4.0,$20.75,$0.00,$0.00,$1.50,$22.25,Cash,Blue Ribbon Taxi Association Inc.,41.901206994,-87.676355989,POINT (-87.676356 41.901207),41.975170943,-87.687515515,POINT (-87.687516 41.975171)
14134040,ea766f44c98b1018fc94cf6f632c67db758785f2,5dc447efec0b9973e20cef8e1a16715fdb4e34c4edb4c51d447f267bcdc1f98d02afb0f7dcaf4fe6b949604f639219dc420ec07758cadd0c9a4954bc51461e69,03/10/2016 12:00:00 PM,03/10/2016 12:00:00 PM,480.0,1.1,17031839100.0,17031081700.0,32.0,8.0,$6.75,$0.00,$0.00,$0.00,$6.75,Cash,,41.880994471,-87.632746489,POINT (-87.632746 41.880994),41.892042136,-87.63186395,POINT (-87.631864 41.892042)
